word,positive_count
desonesto,33
políticos,139
califórnia,152
charley,47
grapewin,7
corporação,11
espúria,1
ausente,49
recuperar,116
terra,718
genocídio,7
sistemático,4
povos,63
nações,55
inteligentemente,75
arnold,58
schwartzenegger,2
albert,138
schweitzer,2
ignóbil,1
literalmente,300
exala,29
sex,50
appeal,14
poros,4
derrete,18
coração,1160
heroína,250
leal,59
resident,4
sidney,66
greenstreet,40
entregam,26
maravilhosas,215
apresentação,185
frouxa,4
fio,69
romântico,302
farto,26
matinê,6
sábado,109
domingo,94
querido,74
bonito,523
grão,28
escala,139
cinza,37
renderizada,3
sólidos,32
brancos,129
limpos,9
desvanecimento,10
transições,26
áudio,87
limpo,99
apresentado,211
nível,704
adequado,162
imprecisões,23
documentadas,2
pretendeu,5
séria,171
divertida,600
sucede,10
pois,761
medida,534
bonita,437
vilão,415
nobre,93
manteve,216
interesse,590
impreciso,10
último,910
ocorreu,73
margens,9
filmada,144
deserto,198
rio,183
considero,131
entretenimento,616
relato,74
ficcional,21
notável,413
tenta,835
retratar,188
cavaleiro,50
nativo,38
favorável,13
tentado,69
anti,336
qualificada,3
desequilibrado,20
enganado,58
cadete,11
confiável,82
lutador,55
indiano,114
marido,830
recalcitrância,2
insubordinado,2
deméritos,3
frequentes,20
exercício,60
punitivo,2
monroe,65
michigan,10
pretende,78
cortejá,2
eclosão,8
chama,223
distância,135
bravura,42
mostrada,100
sequência,574
dedicada,43
envolvimento,89
lendário,103
sul,345
gettysburg,4
viaja,105
tribunais,26
matrimônio,4
casados,42
rebaixado,14
recebe,468
passar,610
doloroso,99
promoção,29
profissional,215
exército,318
beber,87
intervém,8
ex,613
winfield,9
scott,375
treina,16
unidade,82
elite,38
desejosos,2
lutar,265
gananciosos,21
corruptos,31
decidem,117
construir,132
terras,67
indígenas,11
violação,8
tratados,92
explicitamente,21
justiça,293
cavalos,168
malucos,63
cavalga,1
cumprir,40
dever,94
conspiração,87
interesses,38
endinheirados,1
carta,93
escreve,77
véspera,36
faroeste,54
década,579
tocados,41
confederação,14
denegridos,2
namoro,29
livvy,1
encantador,214
desvantagem,66
completo,295
tendência,117
racismo,116
servos,27
afro,110
mamãe,75
gorda,15
supersticiosa,3
critica,21
sim,1392
cobiça,14
empresas,56
ferroviárias,3
pressionam,4
washington,145
práticas,23
semi,82
criminais,10
quebrar,107
garantias,6
haviam,64
nativos,82
insinuação,12
empreendedores,3
poderiam,506
pensar,1162
remotamente,26
tomada,77
indício,22
simpatizantes,10
comunistas,35
facto,9
tácticas,1
agressivas,3
serem,399
limitadas,18
imprudência,8
exagera,28
importância,170
falta,888
reconhecimento,126
visto,1640
façanhas,19
espetaculares,80
apontar,39
battles,1
brandy,3
station,11
estação,196
trevilian,1
armas,269
decisivos,1
morreu,310
sugere,130
ocidentais,131
excelentes,544
artistas,256
positiva,98
negativo,95
produções,138
próximas,59
mereceria,3
ministralização,1
racista,63
notáveis,131
desempenho,1494
ridicularizado,25
bette,123
davis,321
et,61
al,227
lembro,787
bêbado,150
olhar,808
frio,220
calculista,17
rosto,525
elogiado,40
tracy,106
p,179
huntley,4
jr,275
butler,29
desconcertante,44
parou,65
pensado,131
contratado,53
parecido,339
saído,67
descartado,15
levante,13
aí,358
perdoados,2
precisos,40
sequer,162
grandioso,30
ingresso,30
pessimistas,14
síndrome,54
enraizada,6
conservadora,23
intimamente,19
relacionada,27
síndromes,1
elvis,28
ali,251
clinton,10
causadas,8
medo,662
encantadores,25
crenças,79
convencionais,48
capacidade,292
separar,47
política,356
clássicos,385
classificá,14
western,183
waynes,32
hind,4
cowboys,20
fins,58
procurando,516
consigo,391
'ah,1
aprender,319
aluguei',1
',4
ocidental,269
antigo,389
personalidade,290
encantadora,134
permite,310
termina,313
participação,95
casamento,475
arrogante,131
suave,215
paquera,4
encontram,322
química,421
cômico,351
estereotipado,54
rir,788
heróica,22
trouxe,271
belas,149
fantasias,105
definiram,8
discutível,13
assistirão,6
verão,316
aprenderão,5
positivo,102
1942,36
ocidente,85
naturalmente,269
revisionismo,5
fantasia,453
pista,114
suficiente,1520
precedência,4
nessa,313
expectativas,258
cumpridas,8
way,75
yet,5
reconhecidamente,40
empolgante,56
recontar,10
criticado,50
obviamente,609
tendenciosa,14
levantados,6
sutilmente,59
solidamente,14
contrariar,1
manifesto,10
unvarnished,1
normalmente,321
encontrados,56
westerns,96
instância,16
century,33
20,535
clichê,230
tentou,188
encobrir,34
certas,198
sugeriu,40
tolo,50
1,780
entrada,179
portão,34
pompa,12
miserável,42
registro,78
atribuído,21
ignorância,54
serviço,152
fator,123
francamente,157
estúpido,215
3,780
apresentada,94
erro,206
ridículo,180
pastelão,32
esperava,415
irmãos,399
marx,34
abbott,44
costello,59
scene,17
4,597
caiada,1
tática,12
brilhante,1397
imprudente,27
descontroladamente,23
lucky,19
formas,173
mostrados,95
reforços,3
estereótipo,45
selvagem,217
ignorante,30
detalhe,103
porquê,107
justificados,10
atacar,69
mudando,74
colocaram,47
culpa,230
black,303
hills,54
pé,214
branco,603
argumentar,57
touro,31
sentado,127
demônios,129
alegação,8
retratado,185
unequivically,1
this,53
and,430
nesses,138
retratados,117
massa,116
animais,323
bêbados,32
incapazes,35
comum,526
básico,146
cair,190
embriagado,12
tropas,58
retratadas,74
suma,116
desliza,22
surpreendentes,173
beliche,2
morre,207
ajudar,466
7º,5
cav,1
consultados,1
decisão,203
age,130
garry,13
owen,110
ouvir,471
knightly,11
nisso,490
automaticamente,32
comparamos,1
atonement,2
aparência,431
reveladora,19
diferentes,941
memoráveis,284
time,253
aconselho,26
interação,167
physches,1
danificados,7
experiências,200
vidas,724
interligadas,11
genuína,83
pausa,92
perfeitos,165
prender,38
respiração,27
excitante,131
puder,194
empatia,64
perguntei,66
esperamos,63
possível,591
permitimos,7
confiamos,4
crença,84
erradas,67
blockbuster,91
procurar,235
permitir,125
leve,436
mova,9
permita,27
julgá,14
las,211
deixe,431
tornarem,41
sentirá,37
movido,57
go,63
perfeito,1081
soberbos,47
dehavillands,1
tocantes,47
críveis,143
gostavam,20
atormentado,46
soubesse,57
pudessem,95
tocava,38
tocá,26
burocracia,18
confederados,10
indianos,68
bandidos,261
tapetes,6
individuais,78
lady,191
mary,268
aproveite,186
alegou,16
documentários,162
graça,216
salvadora,12
brincalhão,21
irreverente,23
tensão,387
idealismo,21
floresceu,6
timing,109
exceção,234
beneficia,42
retorno,184
doces,87
tipos,385
amoroso,247
cansara,2
especificamente,88
pedido,67
escalada,27
pudesse,303
colaboração,34
coloca,376
habilidade,247
reacendida,1
desenvolver,95
casal,463
velhos,261
ganhar,359
igualmente,323
emparelhamento,16
ea,71
raia,8
proporcionou,21
durabilidade,2
realizada,44
carinho,73
contemporâneo,79
alegadamente,3
esquecidos,32
superficiais,38
extra,172
queda,186
acusações,35
filmadas,118
vilões,242
estudante,217
mesmas,185
horríveis,159
continuar,310
frustrá,5
reduz,12
elencos,41
moralmente,39
conveniente,17
argumentos,32
irrelevantes,14
propôs,14
habilmente,200
auxiliado,21
encorajado,12
apoio,718
abre,140
cortesia,36
arsenal,12
habitual,211
olhares,76
charmosamente,2
envergonhados,6
doçura,31
travessura,1
cintilações,1
indignação,9
flash,98
companheirismo,14
alegre,182
carisma,74
octanagem,5
fanfarrão,19
melodia,52
enfiando,11
ouvidos,63
sucessos,71
duradouros,8
quantidade,366
digno,222
genuíno,91
24,87
60,396
gênio,372
subestimado,257
abrangente,37
ampla,87
íntima,31
mensagem,604
cristã,46
profunda,208
implícita,12
fé,208
confiança,150
fidelidade,32
deixá,136
cumpra,2
moral,255
proteger,102
inocentes,137
civis,57
lide,16
imperdível,171
decisivo,16
patriótica,14
razões,369
confirma,17
suspeitas,34
inepto,17
pinta,43
flamboyant,7
cujos,89
erros,175
ue,8
conhecemos,138
recruta,28
confiante,66
distingue,17
cadetes,5
pobre,305
apuros,46
incomodar,38
confundi,10
tais,156
má,197
oficial,216
classificação,408
corrigido,10
lidera,40
regimento,9
união,128
campanha,67
sucedida,84
nacional,137
improvável,160
retorna,189
natal,358
namorada,434
interpretada,261
compreensiva,14
firme,79
fronteira,106
assumindo,42
sétimo,11
honra,108
esforça,59
paz,171
provar,150
intenções,78
tratado,160
ameaçado,15
espalhar,23
falso,167
rumor,10
sacrifica,10
impedir,85
milhares,117
colonos,32
domina,39
dependendo,54
havillands,1
terno,65
atuaram,10
melhorar,111
edward,163
crítico,191
classificaria,46
agrada,20
variedade,193
públicos,44
dão,320
credíveis,29
largamente,4
invés,157
realidade,889
revisor,94
mostrassem,13
queriam,110
sagrada,11
galante,4
planícies,29
egomaníaco,2
caça,101
debates,11
continuam,123
atuais,118
certos,227
tomou,66
formou,20
conseguiu,523
liderando,29
brilhantismo,42
jogos,323
xix,51
casaram,12
12,230
sobreviveu,44
1933,41
guardiã,2
força,592
ferro,52
falecido,206
permitiria,25
perderam,67
oportunidade,298
flashback,121
criada,96
jeanette,11
macdonald,27
maytime,1
contar,436
nostalgia,84
lembrança,72
rachaduras,18
aparecendo,91
entendidas,4
perdoadas,5
sydney,60
aposentado,43
substituído,27
mcclellan,2
1861,4
conheceram,30
pesado,151
poderoso,403
mexicana,15
deram,189
antiga,320
fuss,2
feathers,4
carregado,73
equipes,50
românticas,120
oito,174
câmeras,83
libbys,1
despedir,6
apresentações,99
olivias,1
carreiras,78
sabemos,294
indo,448
desgraça,46
pungência,31
umedecem,1
mármore,7
desejar,91
mistura,492
permitirá,14
saia,101
visualização,224
exibida,31
livros,309
escolares,18
assunto,590
falha,279
fotografado,60
preto,457
queria,759
cores,354
uau,160
formatura,27
westpoint,1
ouvido,250
fantástico,632
cavalgaram,2
soube,92
cresci,96
vou,1038
mude,25
torná,136
continua,588
max,239
steiner,15
magnífica,116
tocada,86
irlandesa,33
gerry,27
favorita,264
concentrar,90
flui,54
externas,37
pedaço,211
filmado,648
deseja,121
caridoso,2
sabre,13
menino,528
acabou,480
morrendo,140
vitória,85
tribos,14
norte,250
americanas,81
militante,7
sanguinário,7
ambicioso,69
inteligente,1018
esperto,67
índio,30
inimigo,201
amigo,1031
tratada,54
tragédia,311
empurrou,15
fama,202
lincoln,147
jackson,238
lee,407
sherman,16
crescente,109
conscientização,6
cometidos,21
excesso,79
ambição,59
reputação,127
declinou,6
figura,250
lembrada,27
militares,79
similar,89
jonathan,143
mayhew,1
wainwright,4
forçado,178
marcha,35
bataan,3
apareceu,203
generais,16
devido,643
amorosa,85
lidaram,17
potente,41
haviland,6
apontada,8
resenha,87
tópico,64
tratamento,201
vigor,22
desobediente,8
corajoso,149
errante,8
sombra,90
aproximando,38
mito,48
enterrar,18
compreendido,18
aprovado,6
entendemos,31
patriota,27
eliminado,26
naquele,259
chamado,889
baixo,895
sulista,25
juntou,37
precisava,195
estudada,6
ligado,122
destacou,50
península,5
países,149
orientais,22
frontal,31
levantava,1
atento,37
phil,75
últimas,115
particular,513
serviu,42
traço,41
distinção,32
cedar,1
creek,18
shenandoah,1
bateu,63
ramseur,2
subiu,37
mortalmente,12
sentou,19
passada,169
vivos,153
desmoronaram,5
brevet,1
generalship,1
permanente,32
tenente,71
entregá,22
encolhido,8
cometendo,14
apoiar,65
andrew,96
johnson,143
1866,2
descobriu,97
nortistas,3
odiava,49
idiota,364
inapto,5
supostamente,222
admirava,14
eloquente,7
causou,96
1868,1
indianas,24
terminou,137
corte,233
marcial,40
1870,6
apoiaria,3
reivindicações,2
secretário,30
belknap,2
comprou,43
vendeu,21
postos,13
lucro,23
arruinou,30
olho,341
roxo,18
administração,27
subvenções,1
colocou,165
casinha,2
cachorro,263
belknaps,1
salvar,304
enviado,123
campaign,1
imortalidade,15
chegou,273
crítica,253
deveríamos,39
1850,3
padrões,244
2007,91
gostaríamos,22
acontecer,406
casarmos,1
fit,6
encaixou,27
luva,20
dando,399
dança,612
sublinhado,6
melancolia,47
inimigos,126
traiçoeiros,2
foge,112
permaneça,26
estudo,185
capturar,178
ouve,140
telhado,50
soma,34
poesia,113
capitão,268
capturou,69
inexprimível,2
poema,52
estender,13
redor,453
bob,201
nomeou,17
demorou,59
simples,1108
perdido,338
sharman,4
adotou,9
abordagem,250
borda,98
cria,285
paixões,33
complexidades,36
preenchem,14
poemas,17
possamos,53
neles,79
nadar,40
caitlin,21
resoluto,4
cillian,29
murphy,175
salva,115
briga,120
rua,366
vera,91
caro,71
tire,47
fôlego,251
shes,34
caitlins,1
williams,278
musa,16
céu,219
blitz,6
abrigos,3
bombas,53
subterrâneo,28
holofotes,23
improvisados,12
vermelho,171
brilham,36
fumaça,38
sala,307
pureza,30
falante,50
galês,12
rhys,21
santificado,1
higienizado,13
mestre,308
vícios,25
experimentá,21
amada,76
conquistar,63
edge,77
love,240
visual,494
possivelmente,289
desses,579
exuberante,70
tributo,56
inspirador,97
esforçado,7
projetar,18
comprometer,29
dramática,174
envolve,302
atração,149
moralidade,86
convencional,124
procura,226
desapontado,329
tocar,232
cujas,94
fronteiras,30
square,32
consciente,71
obstinada,11
falava,35
produtora,40
rebekah,7
gilbertson,3
neta,27
pense,166
escreva,24
disse,896
branca,125
ofender,34
estabelecer,71
deixará,47
ideais,52
grandiosos,10
interfiram,3
colocará,2
ocasionalmente,196
imponente,33
gênia,1
virginia,48
woolf,5
recusou,42
leonard,68
trouxesse,8
hours,19
amigas,62
temas,432
bonitos,118
contam,53
inglaterra,255
monótona,34
destaques,107
vívidos,18
oceano,72
encontrarmos,3
persona,54
veras,14
acesa,3
encontramos,92
azuis,43
cintilando,4
carruagem,42
escura,106
casaco,39
atravessa,31
ruas,206
homogeneidade,1
incolor,5
triunfando,3
escadaria,17
reúne,49
brilho,203
batom,19
duradouro,35
possuidora,3
estende,27
justapor,2
justaposição,21
relacionadas,47
significado,303
horrendas,7
tessália,1
intercaladas,9
gritos,61
gravidez,25
aborto,46
informados,19
universal,159
ecos,18
constantes,42
opostos,36
terrestres,12
lembra,437
marlon,54
brando,129
ts,5
eliot,5
apocalypse,67
now,80
horrores,106
bomba,142
caiu,114
caminham,12
praia,111
recorda,10
calcinha,15
compartilhar,124
cigarro,35
inspirado,124
epic,5
fundição,12
estimulante,54
traça,29
boy,171
turbulentos,10
presenteados,7
simpático,258
situação,649
feita,543
sozinhas,16
forneceram,17
emprego,234
terminar,229
somado,89
fonte,135
proveniente,4
chegando,244
artesanato,27
reivindica,11
exato,53
crível,356
digamos,72
jfk,28
admite,40
considerado,283
elegantemente,13
ingênuo,106
ny,54
admitiu,21
descartaria,3
factuais,12
espalhadas,20
descreveu,29
fantasioso,7
motivações,60
finais,311
desacordo,19
relatos,25
construção,99
supõe,20
conseguem,224
admiravelmente,37
descrevê,21
necessariamente,140
afiado,41
diligente,3
adequadamente,72
determinado,107
principista,1
8º,2
confortáveis,23
desempenham,71
ignorar,115
finamente,21
imaginar,360
atrair,102
faltando,133
michael,832
trabalhado,105
temáticos,17
compreensível,66
optou,19
começaram,127
captain,12
charge,5
light,29
brigade,7
ótimos,447
podemos,453
culpá,21
começarem,25
mantendo,130
fresco,144
roul,1
confortável,75
ar,515
interiores,47
desiguais,3
artesãos,7
compensar,63
bros,56
suspeitos,80
costume,186
rostos,186
kennedys,6
padronizado,9
notas,116
escrita,594
suponho,155
dúvidas,104
high,162
sierra,16
imaginada,4
gênese,10
meia,493
marcante,42
divisão,55
leads,33
ecoando,8
traços,62
traz,508
jovial,8
ensaio,43
descuidado,14
teimoso,18
interpretação,241
generosa,19
partidária,3
par,397
desculpado,3
sacrifício,67
expor,35
corrupção,93
funcionários,73
governo,325
comerciantes,12
postagem,2
protesto,16
injusto,52
pontuações,25
devotado,11
adorando,4
feroz,50
breves,66
mostradas,72
vinhetas,59
apoiado,41
punhado,70
soldados,351
martela,3
submissão,10
espetáculo,147
vermelhos,35
determinados,22
combatentes,19
maravilhosa,718
corajosa,88
cheia,323
energia,268
nikki,28
arruina,4
yuppie,10
perfeita,512
loudens,2
corrompe,3
modos,59
loucos,85
80,758
nova,1587
york,710
domínio,95
madonnas,16
selvagens,70
soltos,14
hediondos,7
carecas,2
perseguindo,98
causando,44
estragos,18
adulto,217
amo,1096
tecida,16
palhaçadas,61
loucas,57
srta,62
finn,38
adoraria,189
átrio,1
interior,179
nicole,90
madonna,114
libertada,15
prisão,409
condenada,30
ônibus,151
filadélfia,39
presa,110
afirma,112
informações,225
limpariam,1
louden,4
griffin,23
dunne,67
designado,29
acompanhá,16
futuro,555
sogro,20
estará,125
leis,47
rolls,9
royce,9
pegando,70
aliança,21
raro,210
colecionador,23
excêntrico,89
nicki,2
caos,151
pula,59
felinos,4
motoristas,13
táxi,56
pistoleiros,10
madrinhas,1
bolo,69
advogado,192
kansas,69
existe,334
saída,115
loucura,206
louca,155
dunné,1
uns,277
conexão,161
ruidosa,3
presidiário,9
tenso,106
desajeitado,110
respectivamente,58
louvável,35
enviar,74
crises,12
histeria,31
implausível,30
secundário,26
coadjuvantes,90
figurino,45
alugue,126
cheerio,1
pronto,155
avaliar,42
clássica,276
classificando,8
mira,14
sorvino,13
ganhou,362
sociológico,6
estilos,131
lembre,178
furtar,1
goody,9
cartier,1
usavam,33
orgulhosamente,20
sobrancelhas,23
grossas,12
imperador,51
estarei,36
disposto,166
animam,5
sorrir,100
whos,45
that,58
girl,135
recomendo,1153
party,21
romy,8
michelles,1
school,71
reunion,4
pensei,969
comentar,108
críticos,405
enganados,18
espectadores,568
potenciais,19
desligados,3
ruins,353
loira,100
ditsy,3
longe,885
prejudicada,15
cantando,203
sacudida,7
justa,62
assiste,274
entenda,93
sotaque,278
agindo,180
absolutamente,937
histérica,30
griffen,2
recebeu,266
der,41
filmografia,30
verá,202
talentoso,265
gere,33
goof,8
ball,27
slapstick,40
forros,32
comédias,468
impiedosas,2
gostam,333
apreciar,396
sutil,357
ajude,47
dissipar,6
alugar,160
peace,3
casaria,2
positivamente,41
escreveu,320
peróxido,1
safar,19
acontecerem,10
honesta,76
assassina,65
fazê,294
quebradas,14
devem,614
obedecidas,2
roubado,78
precisar,57
100,334
resumindo,39
amando,46
jeito,425
àqueles,35
amam,162
procuro,14
buscarei,1
profundo,320
irrite,2
pensamentos,200
crânio,17
refletir,65
peças,309
pequena,977
galã,10
masculino,163
morris,96
austríaca,4
bibi,3
besch,1
delícia,88
sentem,143
precisam,271
colocar,479
fofo,145
quis,67
pedia,6
pior,466
divertir,268
deusa,28
tv,2167
jon,129
destaque,275
telhas,2
reorganizar,3
gaveta,13
meias,41
contente,104
garfield,123
auto,341
conhecer,222
quantas,149
interessar,25
solitário,131
fracassadas,5
rivaliza,16
fusão,30
flashdance,7
mc,14
hammer,51
office,45
discos,65
chocado,135
fofa,97
entram,105
preocupado,133
esqueça,181
prefira,11
jons,3
alérgica,6
gatos,111
especiais,759
episódio,1334
