word,negative_count
parecidos,62
estilo,1024
vestir,54
ganha,232
velocidade,150
insosso,10
6,390
espalhadas,18
entediantes,68
tiros,343
extras,170
5,1182
lenta,267
acrescentar,120
tamanho,182
chocar,61
assombrar,14
colocar,671
pagou,40
verdadeira,482
exageradas,67
competir,31
construção,102
p,221
puxada,10
surpresa,438
pretendia,78
atropelamento,7
fuga,107
resultando,42
questão,397
irá,156
confessar,39
descoberto,54
factível,2
velhos,253
tramas,86
feitas,276
tensões,22
inerentes,9
complicações,30
motivações,63
adicionais,19
decorrentes,2
ilícito,5
contribuem,26
semestre,58
absorvente,4
abandona,21
corre,150
embarcar,24
exposição,146
nublada,2
amores,12
correspondidos,2
sofridos,2
faixas,32
hit,56
correr,158
irracional,41
justificar,83
partida,89
linha,949
roteirista,319
deveria,2572
escolhido,132
funeral,52
pensando,742
achar,146
óbvia,192
plotado,2
executado,129
flacidez,5
interessante,1890
lembre,195
anúncios,67
jornais,47
junho,26
canal,338
85,52
lembrado,67
básico,160
ironicamente,72
acordo,364
entrevista,124
liberado,46
drive,65
ins,12
jim,296
namans,1
mostrou,195
84,23
datado,58
lucrar,60
mercado,118
inundado,7
filhos,524
sobrevive,58
despachado,4
afirma,141
ax,2
axe,6
nessas,66
primeiras,176
mortes,211
monte,717
derruba,37
espaços,31
vazios,47
potencial,496
apresenta,379
lateral,50
estrelar,64
1990,82
críticas,246
válidas,7
absurdas,51
trocando,17
acenos,5
grub,1
imagem,579
média,441
mesa,192
telefone,167
responde,71
calmo,32
quádruplo,2
olham,47
tuning,1
pausa,61
cerveja,147
contando,87
aprender,194
alimentar,51
bebês,89
necessárias,65
perfuração,19
fraca,285
partilha,3
sensíveis,17
tornam,252
intragáveis,1
queimadas,11
close,190
up,256
pássaros,50
aranhas,37
décadas,118
mesmas,228
matas,1
evidentemente,78
satisfeito,64
roubou,82
armas,424
próprias,182
disponível,150
fita,199
esgotada,8
cortado,106
cortadas,83
olhada,180
dvd,1323
tentaria,21
paciência,64
hardcore,85
ar,434
livre,285
entrei,78
livraria,16
brentwood,5
tennessee,14
nome,1221
cliente,39
dedicado,60
itens,65
comprei,275
exibição,243
loja,394
bell,73
witch,89
haunting,25
venda,85
lembrei,57
acontecido,92
grandes,1177
caseiro,87
impressão,422
bruxa,118
assombrando,13
pular,190
assento,44
assistindo,1202
dei,363
chances,95
melhorar,135
acontecia,20
juro,78
fiz,408
melhorou,32
várias,724
garotinho,56
cocô,58
xixi,44
jogado,273
nele,620
venderia,5
economia,36
mostre,86
trabalhos,161
faça,679
sinceramente,171
recomendo,433
tentar,933
compraram,19
digo,271
ficar,1216
chateados,9
emprestado,79
amigo,898
comprou,74
curiosidade,129
deveriam,671
reembolsados,3
percebo,89
tido,217
olhando,437
estimação,59
edição,708
seriamente,283
raiva,255
ansioso,238
curiosas,9
inclinar,10
namorada,487
desastre,400
total,813
roteirizado,48
li,444
versões,100
autores,57
escutei,4
audiobook,1
poderíamos,93
causa,1125
faltavam,8
experiência,568
blair,181
green,74
acres,6
vulgares,29
mostram,221
usando,602
panela,18
joga,230
menino,381
ri,337
pensaria,138
dra,28
mize,1
betsy,10
urinando,12
vestido,182
degraus,13
irmãos,276
levá,144
doente,357
tratam,25
corpo,687
desfaz,37
implora,31
higiênico,14
rostos,195
doentios,8
sonoros,120
deixado,231
reverendo,24
james,533
johnston,6
pensar,1384
mergulhado,10
massa,121
peixe,140
joshua,20
gardner,26
escada,41
pegaram,56
farinha,4
tentaram,201
fazê,367
muita,872
repugnante,161
problemas,964
banheiro,187
inexperientes,10
envolvidas,90
queda,179
quadro,173
fariam,55
filmassem,5
estações,33
locais,347
produtos,59
escolheram,53
conseguiram,250
produzi,5
correta,57
classifico,61
capital,33
f,301
perdedor,115
trilhas,27
sonoras,13
inimigo,152
concurso,62
surpreenderia,10
escrito,802
hee,27
haw,12
riu,39
grade,84
zzzzzzzzzzzzz,2
ficará,144
assustado,40
gostinho,9
recebe,477
dedo,94
pisado,5
ric,6
whites,3
retrato,223
bengala,6
reações,64
amputação,2
analgésico,1
white,105
falarem,22
estômago,113
doer,26
estenderão,1
farão,49
dinheirismo,1
desonesto,50
deixe,652
fizemos,43
comprar,363
fracasso,323
brincando,230
amador,200
piquenique,9
carregando,68
prato,29
bosta,41
demoníaca,31
penico,2
drew,76
cômico,266
rebanho,24
literatura,47
destruir,161
líder,353
crédito,395
imagine,207
filmadora,58
clube,193
teatro,657
ensino,337
pensam,171
lenda,126
precisam,289
crescer,87
21,60
adivinhe,39
aprende,82
fraude,62
perpetrada,6
séculos,41
torna,1146
caipiras,38
endogâmicos,1
acredita,276
faculdade,234
animada,106
estréia,152
assustou,39
inferno,567
empolada,20
tentativas,316
lamentavelmente,37
forçadas,57
perseguido,65
comadre,1
cresci,40
fatos,195
certos,164
festa,314
dura,181
acrescenta,83
deixada,59
conseguido,107
tirar,413
entenda,137
atacar,90
listagem,4
entendendo,7
elogiando,20
gostei,984
assisto,161
evidente,101
estúdio,301
vivo,343
junto,474
entusiasmo,100
participaram,22
distorcidos,20
invenção,35
esquetes,49
adicionados,31
livros,374
shows,354
nesta,535
horror,1062
séria,185
pudesse,509
fascinou,3
arruinou,73
situação,481
garotinhos,9
aumentou,13
lembrar,388
fazia,260
rindo,302
ameaçadora,22
jogar,425
irmãozinho,11
superar,161
garotinha,60
mamãe,78
tabaco,17
apodrecer,12
frank,182
foxs,10
declaração,136
expressão,142
facial,40
quintal,62
recebendo,151
som,632
psicopata,129
paira,8
bexiga,6
exorcista,58
carente,51
criatividade,82
colocamos,14
soubemos,8
chatice,13
notei,116
defeitos,26
pareciam,509
doméstico,33
créditos,571
montado,59
computador,314
contanto,40
gente,77
ponha,11
reunimos,4
preparamos,1
seguida,632
sentou,36
assistiu,140
fracassada,41
classes,44
altas,117
ascensão,70
chafurdando,6
miséria,79
contemporânea,35
mid,2
sommerish,1
joan,107
sofreu,61
visons,1
comportam,39
espantosamente,10
civilizada,8
adversidade,6
advogado,121
londres,155
nobreza,10
dona,56
acidente,327
vomita,10
lábio,13
superior,216
dificilmente,299
treme,13
dirigido,493
julian,26
fellowes,3
ganhou,197
oscar,366
gosford,7
park,151
diretora,57
nigel,19
balchin,1
destina,10
retrocesso,18
40,294
comportavam,7
peças,194
adúltera,9
totêm,1
altamente,268
cobrir,58
rachaduras,21
tony,136
pierce,29
roberts,142
garante,37
orelha,21
cineasta,268
fiel,123
relato,38
preciso,420
publicada,7
1894,1
inclui,182
manuscrito,22
1846,1
richard,439
williams,192
lucy,72
novo,1590
intitulado,99
our,14
trouble,16
conhecimento,201
testemunha,56
ocular,18
creditado,49
precisão,90
teatral,129
filmou,39
eventos,483
relatados,4
ocorreram,31
incorporá,4
inseri,2
fluente,11
conhecer,151
leia,188
conclusivo,2
bag,7
haunt,6
aka,76
americano,625
período,412
1817,2
1821,1
confundido,37
estrelado,198
palmer,19
palmers,1
refrigeração,2
acredito,419
lançar,142
farsa,226
conhecida,113
relação,472
posição,118
doloroso,302
perturbador,196
ler,537
resenhas,117
positivas,69
consegui,416
identificar,83
possibilidades,68
possibilidade,83
diretamente,227
pagos,46
conclusão,354
inexperiente,26
conceitos,50
sucedidas,16
utilizam,5
condado,38
robertson,24
jornalistas,24
ansiosos,24
contada,129
série,2015
flashbacks,184
sobrenaturais,67
acontecer,434
vem,674
tona,40
espírito,261
vingativo,22
superfície,93
poltergeist,21
padrão,393
refere,64
conceito,459
errado,1151
uniformemente,51
tabuleiro,17
fator,157
dano,41
prejudicando,4
credibilidade,211
crença,111
soa,326
adolescente,487
experimentando,29
angústia,71
invés,280
poderosa,73
força,371
expressando,18
malévola,4
ouvi,504
falas,173
1800,13
viva,141
falasse,12
fantasma,270
aleatória,89
desigual,56
promissoras,16
desperdiçado,272
iluminação,294
adicionar,235
intensidade,67
pretendem,22
assustadoras,117
igualmente,261
plana,113
ocorrências,14
ineptos,28
compraria,13
ataca,89
veja,733
terceiro,307
mostrados,77
fiéis,22
relatos,40
negar,31
chata,373
curtas,119
profundidade,332
dependente,17
apogeu,12
britânico,213
1960,102
1970,146
trocas,14
diálogos,553
interessantes,532
observar,104
nesses,116
profissionais,148
peter,423
cushing,55
telefônica,31
manter,574
finally,2
orientadas,7
excruciantes,16
obeso,14
alvo,202
indo,569
externo,10
incluída,12
consiga,94
positivos,160
figurinos,83
decisão,145
ajudou,136
autenticidade,31
escolhidos,48
chocante,264
aconselho,53
economizem,1
dinheiro,2449
evitem,12
incomodam,40
chance,622
puder,138
rastreá,7
assombrações,10
mudança,225
ringu,17
grudge,82
one,186
missed,3
call,39
lugares,373
goste,172
perdi,315
adaptação,315
alívio,150
inconsistente,57
desnecessariamente,74
prolongadas,20
aberto,110
acessórios,13
curioso,122
lendo,222
premissa,652
parecesse,90
intrigante,179
parado,65
ali,300
continuado,14
comentários,900
assuntos,99
validade,11
comentário,619
imundo,11
agarrasse,2
fizesse,132
gesto,18
diria,286
traga,31
porco,59
incomodou,110
andava,17
aí,581
surpreendia,1
olhavam,10
davam,22
mínima,77
esqueceu,63
atraída,22
sexualidade,81
humana,230
rapazes,71
bonitas,186
especialmente,1362
vestem,33
provocativamente,2
vestindo,96
tanque,63
apertado,72
odiar,92
espero,673
criado,178
espanhola,38
matriarcais,2
avó,85
centro,207
ajudar,347
direitos,131
ofendidas,5
projeto,423
pegasse,22
shrek,18
rabugento,31
ogro,4
gatinho,11
fofo,133
obrigatória,35
colocá,153
liquidificador,11
condensou,3
rido,27
apressados,11
compreensão,123
dubladores,14
soando,36
telefonado,3
retrabalhada,2
poema,20
christmas,45
escrita,792
comitê,19
eddie,148
murphy,104
percorre,23
desesperada,65
descolado,9
atual,150
clássicos,232
grinch,50
permanecerá,8
intemporal,6
triste,769
esforço,707
salto,67
tubarão,163
franquia,164
ontem,146
dizia,71
futuro,392
noivo,71
relacionar,97
noiva,109
desaparece,124
smoking,18
conecta,28
variedade,138
esquisitos,27
vimos,211
carga,123
atlantic,4
concordaram,37
profundo,202
ofensivo,137
alugar,429
avisada,1
antecipadamente,11
auto,351
importantes,193
indulgentes,14
tenta,1323
soltam,18
clichês,413
tentam,406
passar,749
kelsey,5
grammer,1
protagonista,342
adam,173
dwier,1
brown,116
amamentar,4
passa,447
sugar,38
seio,8
concluindo,14
droga,358
tratados,83
oferecem,34
perspectiva,124
universo,123
adams,68
viaja,51
deserto,250
mojave,2
l,123
assumem,35
morto,788
encontrado,203
campo,323
testes,35
militar,172
destruído,72
foguete,39
divertidos,265
fugitivo,43
hospital,197
psiquiátrico,23
vozes,154
kevin,239
ward,23
ótimas,91
impressões,41
nicholson,41
popeye,9
star,352
trek,129
deixam,144
presos,133
arrasta,144
descobri,181
tocando,202
hbo,77
acordando,16
clicando,3
exercício,116
fracassado,28
sátira,155
condição,77
sujeira,69
barata,249
afugentar,2
companhia,132
indesejada,5
honestamente,363
vejo,442
testemunhar,41
jóia,66
grammars,2
esforça,115
perspicaz,48
marca,248
aproximadamente,64
distância,224
par,535
próximo,529
galáxias,3
colisão,25
existencial,14
apresentada,72
inacreditável,378
exagerada,161
aborda,29
absurdo,399
valiosa,23
familiarizado,81
termo,140
cinematrocidade,1
estrutura,129
narrativa,264
concebida,25
pretensiosa,50
amadora,167
falhou,174
substância,180
convide,7
duplo,89
pequena,748
anão,55
ocidental,172
1930,85
coloque,102
restrições,41
forçados,97
laranja,55
mecânica,33
viola,12
provisão,2
convenções,46
genebra,12
tradução,78
graveyard,1
horrors,7
erro,368
cemitério,96
horríveis,535
desprovido,88
acabaria,28
movimento,398
firme,36
slide,10
completar,93
piorar,110
necrófago,1
provou,86
suspeitaria,5
lagarto,23
cultistas,10
malignos,28
roubam,54
sepultura,16
cientistas,135
jogados,86
aparente,196
haveria,85
vendo,370
entendi,171
sucesso,815
1986,45
amadorismo,17
pinga,4
fracas,94
previsíveis,140
exploradoras,2
senhorita,33
rudnik,1
seios,166
bonitos,86
canto,118
schrecklich,1
genuinamente,124
tiroteio,136
morrem,98
dançando,104
break,20
traço,42
firmeza,7
meados,90
oitenta,57
compreender,52
evocou,4
aplaudindo,19
imdbers,1
aconselhável,7
aristocracia,9
comuns,156
privilégios,4
confortável,52
desfrutaram,4
humanidade,214
comparação,327
complicado,100
duro,296
aristocratas,12
dominam,19
light,25
dame,33
france,6
marion,55
famoso,200
silêncio,105
talkie,18
carreira,644
impressiona,42
conde,52
angela,86
carlotti,1
dama,132
mary,234
pickford,12
alegre,85
vive,195
rodeada,1
pitoresca,16
diferença,252
viver,291
cercado,37
luxo,47
pitoresco,8
admirador,24
secreto,117
troca,101
indiferença,25
destino,193
trabalhar,432
guerra,1074
declarada,9
angelas,8
alistam,2
carretel,8
cruel,159
amada,41
teutônica,2
espiã,6
envia,78
noites,85
farol,14
mantém,183
sinal,200
significam,22
ich,1
liebe,2
dich,1
sink,1
maldito,75
barco,255
felizmente,356
querido,70
espião,32
vizinhos,69
escondendo,41
tarefa,179
fácil,443
despercebido,13
preferirá,1
capturado,58
teutônico,4
nascido,59
perverso,44
vizinho,77
ganancioso,26
particular,396
maternidade,8
levará,19
consentimento,8
freira,55
católica,47
levou,301
conselho,240
trento,1
extremos,48
colocará,6
beira,114
admiradora,4
secreta,86
retornou,25
dolorosa,115
melhorará,4
reservado,33
soldado,206
cego,102
alemanha,118
bênção,15
disfarçada,31
recuperar,115
aldeia,89
contagem,80
alemã,77
frances,26
continuou,97
inventar,59
incríveis,105
ja,26
wohl,1
dirigir,255
silenciosa,30
carece,92
emoção,395
envolver,109
desgraças,2
inexistente,205
cinematográfica,451
circunstâncias,124
permitir,129
devo,486
temporariamente,23
licença,71
enviar,79
morse,11
torre,28
norte,182
schloss,1
herdeira,14
avião,352
british,11
airways,2
estória,15
idiota,1225
transmitido,29
estação,168
itv,18
00,81
agendadores,1
howard,156
spitz,2
perturbar,19
audiência,247
gostem,25
roald,1
dahl,6
autor,164
popular,234
doutor,67
sucedido,125
morrendo,154
ficção,672
científica,597
defendendo,16
farrapo,1
imaginar,531
kindergarten,3
cop,36
produtores,524
ido,124
pcs,2
centrado,32
contar,381
vadim,4
jean,136
lidar,288
notícia,62
observou,21
grammar,2
madeira,466
naquele,233
ângulos,156
ridículos,154
intencionais,64
perturbadores,38
continua,634
arruinado,60
ofender,41
sensibilidades,10
cuidado,172
spoiler,344
anunciado,68
ponte,73
entrou,136
colapso,62
capturada,25
realidade,479
tomar,211
remagen,3
vitória,49
aliados,23
ocidentais,73
travessia,7
reno,28
realizar,115
meses,214
tomada,82
terminou,154
semanas,158
americanos,514
enviarem,2
engenheiros,10
combate,89
protetora,3
construir,149
pontes,11
flutuantes,5
significou,9
duraria,8
cínica,19
anunciada,11
tropas,57
sabiam,101
vital,47
batalha,311
reflexo,38
bridge,16
contém,305
absurdos,52
roteiros,169
comandante,59
tanques,25
estacionados,6
fileiras,15
arrumadas,4
estradas,31
amontoadas,1
juntas,83
braços,110
constante,158
comportamento,274
suicida,34
desencadeou,6
interruptor,16
inclinação,25
impossível,359
roteiristas,203
passaram,76
deram,213
trazer,280
especialista,87
antítese,8
detalhe,54
saving,18
private,22
ryan,175
veterano,94
ted,104
arrastada,29
confusa,196
tirada,66
coluna,13
harold,63
robbins,60
big,194
book,20
plots,1
horizonte,25
phoenix,37
anjos,81
pós,203
charlies,33
jaclyn,6
smith,222
tomam,49
rumo,71
cujos,70
misteriosamente,36
sombreados,1
franciscus,11
imitador,22
jfk,9
relaxa,3
margem,14
mannix,3
oeste,121
macacos,156
abusados,4
modelos,113
